 task_id,readability,conciseness,robustness
67ece4982e6aefcf4aabbd5f,-1,-1,-1
62ece4982e6aefcf4aabbd61,1,0,0
62ece4982e6aefcf4aabbd61,1,-1,0
62ece4982e6aefcf4aabbd61,-1,0,0
62ece4982e6aefcf4aabbd61,-1,1,0
62ece4982e6aefcf4aabbd61,-1,0,0
62ece4982e6aefcf4aabbd61,-1,0,0
62ece4982e6aefcf4aabbd61,-1,0,0
62ece4982e6aefcf4aabbd61,-1,0,0
62ece4982e6aefcf4aabbd61,-1,0,0
62ece4982e6aefcf4aabbd62,-1,0,0
62ece4982e6aefcf4aabbd62,0,0,0
62ece4982e6aefcf4aabbd62,0,-1,0
62ece4982e6aefcf4aabbd62,-1,1,0
62ece4982e6aefcf4aabbd63,0,-1,0
62ece4982e6aefcf4aabbd63,0,0,0
62ece4982e6aefcf4aabbd63,0,0,0
62ece4982e6aefcf4aabbd63,0,-1,0
62ece4982e6aefcf4aabbd65,-1,0,0
62ece4982e6aefcf4aabbd65,-1,1,0
62ece4982e6aefcf4aabbd65,-1,0,0
62ece4982e6aefcf4aabbd65,-1,0,0
62ece4982e6aefcf4aabbd66,0,0,0
62ece4982e6aefcf4aabbd66,0,0,0
62ece4982e6aefcf4aabbd6a,0,1,0
62ece4982e6aefcf4aabbd6a,0,1,0
62ece4982e6aefcf4aabbd70,-1,1,0
62ece4982e6aefcf4aabbd70,0,1,0
62ece4982e6aefcf4aabbd76,0,-1,0
62ece4982e6aefcf4aabbd76,-1,-1,0
62ece4982e6aefcf4aabbd76,-1,-1,0
62ece4982e6aefcf4aabbd76,-1,-1,0
62ece4992e6aefcf4aabbd78,0,-1,0
62ece4992e6aefcf4aabbd78,0,1,0
62ece4992e6aefcf4aabbd78,1,-1,0
62ece4992e6aefcf4aabbd78,1,-1,0
62ece4992e6aefcf4aabbd7a,0,-1,1
62ece4992e6aefcf4aabbd7d,-1,-1,0
62ece4992e6aefcf4aabbd7d,0,1,0
62ece4992e6aefcf4aabbd7d,-1,-1,0
62ece4992e6aefcf4aabbd7d,-1,-1,-1
62ece4992e6aefcf4aabbd7d,-1,-1,-1
62ece4992e6aefcf4aabbd7e,-1,0,0
62ece4992e6aefcf4aabbd7e,0,0,0
62ece4992e6aefcf4aabbd7e,0,0,0
62ece4992e6aefcf4aabbd7e,-1,-1,0
62ece4992e6aefcf4aabbd7e,0,1,0
62ece4992e6aefcf4aabbd7e,0,0,0
62ece4992e6aefcf4aabbd7e,0,0,0
62ece4992e6aefcf4aabbd7f,0,1,0
62ece4992e6aefcf4aabbd7f,0,1,0
62ece4992e6aefcf4aabbd7f,0,0,0
62ece4992e6aefcf4aabbd80,0,-1,0
62ece4992e6aefcf4aabbd80,0,-1,0
62ece4992e6aefcf4aabbd80,-1,-1,0
62ece4992e6aefcf4aabbd80,-1,0,0
62ece4992e6aefcf4aabbd80,-1,0,0
62ece4992e6aefcf4aabbd80,-1,0,0
62ece4992e6aefcf4aabbd80,0,-1,0
62ece4992e6aefcf4aabbd80,-1,0,0
62ece4992e6aefcf4aabbd80,-1,0,0
62ece4992e6aefcf4aabbd80,0,-1,0
62ece4992e6aefcf4aabbd82,0,-1,0
62ece4992e6aefcf4aabbd82,0,-1,0
62ece4992e6aefcf4aabbd84,0,0,0
62ece4992e6aefcf4aabbd84,-1,0,0
62ece4992e6aefcf4aabbd85,0,1,0
62ece4992e6aefcf4aabbd85,0,-1,0
62ece4992e6aefcf4aabbd85,0,-1,0
62ece4992e6aefcf4aabbd85,0,0,0
62ece4992e6aefcf4aabbd85,0,-1,0
62ece4992e6aefcf4aabbd85,0,-1,0
62ece4992e6aefcf4aabbd85,-1,-1,0
62ece4992e6aefcf4aabbd85,0,-1,0
62ece4992e6aefcf4aabbd85,0,-1,0
62ece4992e6aefcf4aabbd86,0,0,-1
62ece4992e6aefcf4aabbd88,0,0,0
62ece4992e6aefcf4aabbd89,0,-1,0
62ece4992e6aefcf4aabbd8b,0,-1,0
62ece4992e6aefcf4aabbd8b,-1,1,0
62ece4992e6aefcf4aabbd8b,-1,1,0
62ece4992e6aefcf4aabbd8b,-1,1,0
62b8b4baeb7e40a82d2d1136,0,1,1
62b8b4baeb7e40a82d2d1136,0,0,-1
62b8b4baeb7e40a82d2d1136,-1,0,1
62b8b4baeb7e40a82d2d1136,0,-1,1
62b8b4baeb7e40a82d2d1137,-1,1,0
62b8b4baeb7e40a82d2d1137,-1,1,-1
62b8b4baeb7e40a82d2d1137,-1,1,-1
62b8b4baeb7e40a82d2d1137,-1,1,-1
62b8b4baeb7e40a82d2d1137,-1,1,0
62b8b4baeb7e40a82d2d1137,-1,1,0
62b8b4c1eb7e40a82d2d1139,-1,1,0
62b8b4c1eb7e40a82d2d1139,-1,1,0
62b8b4c1eb7e40a82d2d1139,-1,1,0
62b8b4c1eb7e40a82d2d1139,-1,1,0
62b8b4c1eb7e40a82d2d1139,-1,1,0
62b8b4c1eb7e40a82d2d1139,-1,1,0
62b8b4c1eb7e40a82d2d1139,-1,1,0
62b8b4c1eb7e40a82d2d1139,-1,1,0
62b8d22a48ba5a41d1c3f47d,0,0,-1
62b8a4a4755ee91dce50a3d3,-1,1,0
62b8a4a4755ee91dce50a3d3,0,1,0
62b8a4a4755ee91dce50a3d3,-1,0,0
62b8a4a4755ee91dce50a3d3,-1,0,0
62b8a4a4755ee91dce50a3d3,-1,-1,0
62b8a7b2755ee91dce50a4a7,-1,0,0
62b8a7b2755ee91dce50a4a7,-1,0,0
62b8a7b2755ee91dce50a4a7,-1,0,0
6306292252e177c0ba469f11,0,-1,0
6306292652e177c0ba469f34,0,0,0
6306292652e177c0ba469f34,0,0,0
6306298b52e177c0ba469fdc,0,0,0
6306299052e177c0ba469fe8,0,-1,0
6306299052e177c0ba469fe8,0,-1,0
6306299052e177c0ba469fe8,0,-1,0
630629e152e177c0ba46a0d1,0,-1,0
630629e152e177c0ba46a0d1,0,-1,0
630629e152e177c0ba46a0d1,0,-1,0
630629e152e177c0ba46a0d1,0,-1,0
630629e152e177c0ba46a0d1,0,-1,0
630629e152e177c0ba46a0d1,0,-1,0
630629e152e177c0ba46a0d1,0,-1,0
6306091073426c38ae68acac,0,0,0
63060b1b73426c38ae68ad42,0,-1,0
63060b1b73426c38ae68ad42,0,-1,0
63060b1b73426c38ae68ad42,0,-1,0
