task_id,readability,conciseness,robustness
62b463153879012d1948149c,1.0,0.0,0.0
62b463153879012d1948149c,1.0,0.0,0.0
62b463153879012d1948149c,1.0,0.0,0.0
62b463153879012d1948149c,1.0,0.0,0.0
62b463153879012d1948149c,1.0,0.0,0.0
62b463153879012d194814a1,0.0,0.0,0.0
62b463163879012d194814a6,0.0,0.0,0.0
62b463163879012d194814a6,-1.0,1.0,0.0
62b463163879012d194814a6,0.0,0.0,-1.0
62b463163879012d194814a6,0.0,0.0,0.0
62b463163879012d194814a6,0.0,0.0,0.0
62b463283879012d1948153d,0.0,0.0,0.0
62b463283879012d1948153d,1.0,0.0,0.0
62b463283879012d1948153d,1.0,0.0,0.0
62b463283879012d1948153d,1.0,0.0,-1.0
62b463283879012d1948153d,0.0,1.0,0.0
62b463283879012d1948153d,0.0,0.0,-1.0
62b46740d2f69a53b466171a,0.0,-1.0,0.0
62b46740d2f69a53b466171a,-1.0,0.0,0.0
62b46740d2f69a53b466171a,0.0,0.0,0.0
62b46740d2f69a53b466171a,-1.0,1.0,0.0
62b86707b4d922cb0e688c2a,0.0,0.0,0.0
62b89640755ee91dce50a114,0.0,-1.0,0.0
62b438b666fea644fe22cc72,-1.0,1.0,0.0
62b438a266fea644fe22cc2c,,,
62ece4982e6aefcf4aabbd5f,0.0,0.0,0.0
62ece4982e6aefcf4aabbd61,-1.0,0.0,0.0
62ece4982e6aefcf4aabbd61,-1.0,0.0,0.0
62ece4982e6aefcf4aabbd61,-1.0,0.0,0.0
62ece4982e6aefcf4aabbd61,-1.0,0.0,0.0
62ece4982e6aefcf4aabbd61,-1.0,-1.0,0.0
62ece4982e6aefcf4aabbd61,-1.0,0.0,0.0
62ece4982e6aefcf4aabbd61,-1.0,0.0,0.0
62ece4982e6aefcf4aabbd62,1.0,1.0,0.0
62ece4982e6aefcf4aabbd62,0.0,0.0,0.0
62ece4982e6aefcf4aabbd63,0.0,0.0,-1.0
62ece4982e6aefcf4aabbd63,0.0,0.0,-1.0
62ece4982e6aefcf4aabbd63,0.0,0.0,0.0
62ece4982e6aefcf4aabbd63,1.0,-1.0,0.0
62ece4982e6aefcf4aabbd63,1.0,-1.0,-1.0
62ece4982e6aefcf4aabbd63,1.0,-1.0,-1.0
62ece4982e6aefcf4aabbd6a,0.0,1.0,0.0
62ece4982e6aefcf4aabbd6a,0.0,1.0,0.0
62ece4982e6aefcf4aabbd6a,0.0,1.0,0.0
62ece4982e6aefcf4aabbd6a,0.0,1.0,0.0
62ece4982e6aefcf4aabbd6a,0.0,1.0,0.0
62ece4982e6aefcf4aabbd6b,-1.0,0.0,0.0
62ece4982e6aefcf4aabbd70,0.0,1.0,0.0
62ece4982e6aefcf4aabbd70,0.0,1.0,0.0
62ece4982e6aefcf4aabbd70,-1.0,1.0,0.0
62ece4982e6aefcf4aabbd70,-1.0,1.0,0.0
62ece4982e6aefcf4aabbd74,1.0,0.0,0.0
62ece4982e6aefcf4aabbd76,-1.0,-1.0,0.0
62ece4982e6aefcf4aabbd76,0.0,-1.0,0.0
62ece4982e6aefcf4aabbd76,-1.0,-1.0,0.0
62ece4982e6aefcf4aabbd76,0.0,-1.0,0.0
62ece4992e6aefcf4aabbd7a,0.0,0.0,1.0
62ece4992e6aefcf4aabbd7a,0.0,1.0,-1.0
62ece4992e6aefcf4aabbd7a,1.0,0.0,0.0
62ece4992e6aefcf4aabbd7c,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd7c,1.0,-1.0,0.0
62ece4992e6aefcf4aabbd7d,0.0,-1.0,0.0
62ece4992e6aefcf4aabbd7d,1.0,-1.0,0.0
62ece4992e6aefcf4aabbd7d,0.0,-1.0,-1.0
62ece4992e6aefcf4aabbd7d,0.0,-1.0,0.0
62ece4992e6aefcf4aabbd7d,0.0,-1.0,0.0
62ece4992e6aefcf4aabbd7d,0.0,0.0,0.0
62ece4992e6aefcf4aabbd7d,0.0,0.0,0.0
62ece4992e6aefcf4aabbd7e,0.0,1.0,-1.0
62ece4992e6aefcf4aabbd7e,0.0,1.0,0.0
62ece4992e6aefcf4aabbd7e,0.0,0.0,-1.0
62ece4992e6aefcf4aabbd7e,0.0,0.0,0.0
62ece4992e6aefcf4aabbd7e,0.0,0.0,0.0
62ece4992e6aefcf4aabbd7e,0.0,1.0,0.0
62ece4992e6aefcf4aabbd7e,1.0,1.0,0.0
62ece4992e6aefcf4aabbd7e,0.0,0.0,-1.0
62ece4992e6aefcf4aabbd80,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd80,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd80,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd80,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd80,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd80,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd80,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd82,0.0,0.0,0.0
62ece4992e6aefcf4aabbd82,-1.0,0.0,0.0
62ece4992e6aefcf4aabbd82,-1.0,0.0,0.0
62ece4992e6aefcf4aabbd82,1.0,0.0,0.0
62ece4992e6aefcf4aabbd84,0.0,0.0,0.0
62ece4992e6aefcf4aabbd84,0.0,1.0,0.0
62ece4992e6aefcf4aabbd84,0.0,1.0,0.0
62ece4992e6aefcf4aabbd88,0.0,0.0,0.0
62ece4992e6aefcf4aabbd88,0.0,0.0,0.0
62ece4992e6aefcf4aabbd88,0.0,0.0,0.0
62ece4992e6aefcf4aabbd88,0.0,0.0,0.0
62ece4992e6aefcf4aabbd88,0.0,0.0,0.0
62ece4992e6aefcf4aabbd88,0.0,0.0,0.0
62ece4992e6aefcf4aabbd89,0.0,0.0,0.0
62ece4992e6aefcf4aabbd89,0.0,0.0,0.0
62ece4992e6aefcf4aabbd8a,0.0,-1.0,0.0
62ece4992e6aefcf4aabbd8b,-1.0,1.0,0.0
62ece4992e6aefcf4aabbd8b,0.0,0.0,0.0
62ece4992e6aefcf4aabbd8b,0.0,0.0,-1.0
63ece4992e6aefcf4aabbd8b,0.0,0.0,-1.0
62b8b4baeb7e40a82d2d1136,1.0,0.0,0.0
62b8b4c1eb7e40a82d2d1139,0.0,1.0,-1.0
62b8b4c1eb7e40a82d2d1139,0.0,1.0,-1.0
62b8d23e48ba5a41d1c3f49e,1.0,1.0,0.0
62b8a4a4755ee91dce50a3d3,0.0,1.0,0.0
62b8a4a4755ee91dce50a3d3,-1.0,1.0,0.0
62b8a4a4755ee91dce50a3d3,-1.0,1.0,0.0
62b8a4a4755ee91dce50a3d3,0.0,0.0,0.0
62b8a4a4755ee91dce50a3d3,-1.0,1.0,0.0
62b8a4a4755ee91dce50a3d3,0.0,1.0,0.0
62b8a7b2755ee91dce50a4a7,0.0,1.0,0.0
62b8a7b2755ee91dce50a4a7,0.0,1.0,0.0
6306292252e177c0ba469f11,0.0,0.0,0.0
6306292252e177c0ba469f11,0.0,0.0,0.0
6306292252e177c0ba469f11,0.0,0.0,0.0
6306292252e177c0ba469f11,0.0,0.0,0.0
6306292652e177c0ba469f34,0.0,1.0,0.0
6306292652e177c0ba469f34,0.0,0.0,0.0
6306292652e177c0ba469f34,0.0,1.0,0.0
6306292a52e177c0ba469f41,-1.0,0.0,0.0
6306298b52e177c0ba469fdc,0.0,1.0,0.0
6306298b52e177c0ba469fdc,0.0,1.0,0.0
6306298b52e177c0ba469fdc,0.0,1.0,0.0
6306298b52e177c0ba469fdc,0.0,1.0,0.0
6306298b52e177c0ba469fdc,0.0,1.0,0.0
6306299052e177c0ba469fe8,0.0,-1.0,0.0
6306299052e177c0ba469fe8,0.0,-1.0,0.0
6306299052e177c0ba469fe8,-1.0,1.0,0.0
6306299052e177c0ba469fe8,0.0,-1.0,-1.0
630629e152e177c0ba46a0d1,-1.0,0.0,1.0
630629e152e177c0ba46a0d1,0.0,-1.0,0.0
630629e152e177c0ba46a0d1,0.0,-1.0,0.0
6306091b73426c38ae68acd7,0.0,0.0,0.0
6306091b73426c38ae68acd7,0.0,1.0,0.0
6306091b73426c38ae68acd9,0.0,0.0,0.0
6306091b73426c38ae68acda,0.0,0.0,0.0
6306091b73426c38ae68acda,0.0,0.0,-1.0
63060b1b73426c38ae68ad42,0.0,0.0,0.0
63060b1b73426c38ae68ad42,0.0,0.0,-1.0
63060b1b73426c38ae68ad42,0.0,0.0,0.0
